company,symbol,gics_sector,gics_sub_industry,long_bd
Expedia Group,EXPE,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Expedia Group, Inc. operates as an online travel company in the United States and internationally. The company operates through B2C, B2B, and trivago segments. The B2C segment includes Brand Expedia, a full-service online travel brand offers various travel products and services; Hotels.com for lodging accommodations; Vrbo, an online marketplace for the alternative accommodations; Orbitz, Travelocity, Wotif Group, ebookers, CheapTickets, Hotwire.com and CarRentals.com. The B2B segment provides various travel and non-travel companies including airlines, offline travel agents, online retailers, corporate travel management, and financial institutions who leverage its travel technology and tap into its diverse supply to augment their offerings and market Expedia Group rates and availabilities to its travelers. The trivago segment send referrals to online travel companies and travel service providers from hotel metasearch websites. In addition, the company provides brand advertising through online and offline channels, loyalty programs, mobile apps, and search engine marketing, as well as metasearch, social media, direct and personalized traveler communications on its websites, and through direct e-mail communication with its travelers. The company was formerly known as Expedia, Inc. and changed its name to Expedia Group, Inc. in March 2018. Expedia Group, Inc. was founded in 1996 and is headquartered in Seattle, Washington."
Expeditors International,EXPD,Industrials,Air Freight & Logistics,"Expeditors International of Washington, Inc., together with its subsidiaries, provides logistics services in the Americas, North Asia, South Asia, Europe, and MAIR. The company offers airfreight services, such as air freight consolidation and forwarding; ocean freight and ocean services, including ocean freight consolidation, direct ocean forwarding, and order management; customs brokerage and other services, import, intra-continental ground transportation and delivery, and warehousing and distribution services; and customs clearance, purchase order management, vendor consolidation, time-definite transportation services, temperature-controlled transit, cargo insurance, specialized cargo monitoring and tracking, and other logistics solutions. It also provides optimization, trade compliance consulting, cargo insurance, cargo security, and solutions. In addition, it acts as a freight consolidator or as an agent for the airline that carries the shipment. Further, the company provides ancillary services that include preparation of shipping and customs documentation, packing, crating, insurance services, and the preparation of documentation to comply with local import and export laws. Its customers include retailing and wholesaling; electronics; healthcare; technology; and industrial and manufacturing companies. The company was incorporated in 1979 and is headquartered in Bellevue, Washington."
Extra Space Storage,EXR,Real Estate,Self-Storage REITs,"Extra Space Storage Inc., headquartered in Salt Lake City, Utah, is a self-administered and self-managed REIT and a member of the S&P 500. As of December 31, 2024, the Company owned and/or operated 4,011 self-storage stores in 42 states and Washington, D.C. The Company's stores comprise approximately 2.8 million units and approximately 308.4 million square feet of rentable space operating under the Extra Space brand. The Company offers customers a wide selection of conveniently located and secure storage units across the country, including boat storage, RV storage and business storage. It is the largest operator of self-storage properties in the United States."
ExxonMobil,XOM,Energy,Integrated Oil & Gas,"Exxon Mobil Corporation engages in the exploration and production of crude oil and natural gas in the United States, Canada, the United Kingdom, Singapore, France, and internationally. It operates through Upstream, Energy Products, Chemical Products, and Specialty Products segments. The Upstream segment explores for and produces crude oil and natural gas. The Energy Products segment offers fuels, aromatics, and catalysts, as well as licensing services. The Chemical Products segment manufactures and sells petrochemicals, including olefins, polyolefins, and intermediates. The Specialty Products segment offers performance products, including finished lubricants, basestocks, waxes, synthetics, elastomers, and resins. The company is involved in the manufacture, trading, transportation, and sale of crude oil, natural gas, petroleum products, petrochemicals, and other specialty products; and pursuit of lower-emission and business opportunities, including carbon capture and storage, hydrogen, lower-emission fuels, Proxxima systems, carbon materials, and lithium. It sells its products under the Exxon, Esso, and Mobil brands. Exxon Mobil Corporation was founded in 1870 and is headquartered in Spring, Texas."
"F5, Inc.",FFIV,Information Technology,Communications Equipment,"F5, Inc. provides multicloud application security and delivery solutions in the United States, Europe, the Middle East, Africa, and the Asia Pacific region. The company's distributed cloud services enable its customers to deploy, secure, and operate applications in any architecture, from on-premises to the public cloud. It offers unified, security, networking, and application management solutions, such as web app and API protection; multi-cloud networking; application delivery and deployment; domain name system; content delivery network; and application deployment and orchestration. The company also provides application security and delivery products, including NGINX Plus; NGINX Management Suite; NGINX Ingress Controller; NGINX App Protect; BIG-IP Packaged Software; and BIG-IP Systems. In addition, it provides a range of professional services, including maintenance, consulting, training, and other technical support services. F5, Inc. sells its products to large enterprise businesses, public sector institutions, governments, and service providers through distributors, value-added resellers, managed service providers, systems integrators, and other indirect channel partners. It has partnerships with public cloud providers, such as Amazon Web Services, Microsoft Azure, and Google Cloud Platform. The company was formerly known as F5 Networks, Inc. and changed its name to F5, Inc. in November 2021. F5, Inc. was incorporated in 1996 and is headquartered in Seattle, Washington."
FactSet,FDS,Financials,Financial Exchanges & Data,"FactSet Research Systems Inc., together with its subsidiaries, operates as a financial digital platform and enterprise solutions provider for the investment community worldwide. The company provides workstations, portfolio analytics, and enterprise data solutions, as well as managed services for supporting data, performance, risk, and reporting workflows. It offers subscription-based financial data and market intelligence on securities, companies, industries, and people that enable clients to research investment ideas, as well as analyze, monitor, and manage their portfolios. The company provides its services through its configurable desktop and mobile platform, data feeds, cloud-based digital solutions, and application programming interfaces. It serves investment professionals, including institutional asset managers, bankers, wealth managers, asset owners, partners, hedge funds, corporate users, and private equity and venture capital professionals. The company was founded in 1978 and is headquartered in Norwalk, Connecticut."
Fair Isaac,FICO,Information Technology,Application Software,"Fair Isaac Corporation develops software with analytics and digital decisioning technologies that enable businesses to automate, enhance, and connect decisions in the Americas, Europe, the Middle East, Africa, and the Asia Pacific. The company operates in two segments, Scores and Software. The Scores segment provides business-to-business scoring solutions and services for consumers that give clients access to predictive credit and other scores that can be integrated into their transaction streams and decision-making processes, as well as business-to-consumer scoring solutions comprising myFICO.com subscription offerings. The Software segment provides pre-configured analytic and decision management solution designed for various business needs or processes, such as account origination, customer management, customer engagement, fraud detection, and marketing, as well as associated professional services. This segment also offers FICO Platform, a modular software offering designed to support advanced analytic and decision use cases, as well as stand-alone analytic and decisioning software that can be configured by customers to address a wide range of business use cases. It offers FICO® Decision Modeler and FICO Blaze Advisor, FICO Xpress Optimization, FICO Analytics Workbench, FICO Data Orchestrator, FICO DMP Streaming, FICO Business Outcome Simulator, FICO Decision Optimizer, FICO TRIAD Customer Manager, FICO Fraud Solutions, FICO Originations, FICO Customer Communication Service, FICO Strategy Director, FICO Analytic Services, FICO Advisors, and FICO Blaze Advisor, as well as software implementation and configuration services. The company markets its products and services primarily through its direct sales organization and indirect channels, as well as online. The company was formerly known as Fair Isaac & Company, Inc. and changed its name to Fair Isaac Corporation in July 1992. Fair Isaac Corporation was founded in 1956 and is headquartered in Bozeman, Montana."
Fastenal,FAST,Industrials,Building Products,"Fastenal Company, together with its subsidiaries, engages in the wholesale distribution of industrial and construction supplies in the United States, Canada, Mexico, and internationally. It offers fasteners, and related industrial and construction supplies under the Fastenal name. The company's fastener products include threaded fasteners, bolts, nuts, screws, studs, and related washers that are used in manufactured products and construction projects, as well as in the maintenance and repair of machines. It also offers miscellaneous supplies and hardware, including pins, machinery keys, concrete anchors, metal framing systems, wire ropes, strut products, rivets, and related accessories. The company serves the manufacturing market comprising original equipment manufacturers; maintenance, repair, and operations customers; non-residential construction market; farmers, truckers, railroads, mining companies, schools, and retail trades; and oil exploration, production, and refinement companies, as well as federal, state, and local governmental entities. Fastenal Company was founded in 1967 and is headquartered in Winona, Minnesota."
Federal Realty Investment Trust,FRT,Real Estate,Retail REITs,"Federal Realty is a recognized leader in the ownership, operation and redevelopment of high-quality retail-based properties located primarily in major coastal markets from Washington, D.C. to Boston as well as Northern and Southern California. Founded in 1962, Federal Realty's mission is to deliver long-term, sustainable growth through investing in communities where retail demand exceeds supply. Its expertise includes creating urban, mixed-use neighborhoods like Santana Row in San Jose, California, Pike & Rose in North Bethesda, Maryland and Assembly Row in Somerville, Massachusetts. These unique and vibrant environments that combine shopping, dining, living and working provide a destination experience valued by their respective communities. Federal Realty's 102 properties include approximately 3,500 tenants, in 27 million commercial square feet, and approximately 3,100 residential units."
FedEx,FDX,Industrials,Air Freight & Logistics,"FedEx Corporation, together with its subsidiaries, provides transportation, e-commerce, and business services in the United States and internationally. It operates through FedEx Express, FedEx Ground, FedEx Freight, and FedEx Services segments. The FedEx Express segment offers express transportation, small-package ground delivery, and freight transportation services; and time-critical transportation services. The FedEx Ground segment provides small-package ground delivery services. The FedEx Freight segment offers less-than-truckload freight transportation services. The FedEx Services segment provides sales, marketing, information technology, communications, customer service, technical support, billing and collection, and back-office support services. In addition, the company offers supply chain management solutions; and air and ocean freight forwarding and cargo transportation, specialty transportation, customs brokerage, third party logistics and supply chain, and document and business solutions, as well as provides trade management tools and data. The company was founded in 1971 and is headquartered in Memphis, Tennessee."
Ferguson Enterprises,FERG,Industrials,Industrial Machinery & Supplies & Components,"Ferguson Enterprises Inc. distributes plumbing and heating products in the United States and Canada. The company provides expertise, solutions, and products, including infrastructure, plumbing, appliances, fire, and fabrication, as well as heating, ventilation, and air conditioning (HVAC) to residential and non-residential customers. It also supplies specialist water and wastewater treatment products to residential, commercial, and infrastructure contractors, as well as supplies pipe, valves, and fittings solutions to industrial customers. In addition, it offers customized solutions, such as virtual design, fabrication, valve actuation, pre-assembly, kitting, installation, and project management services, as well as after-sales support that comprises warranty, credit, project-based billing, returns and maintenance, and repair and operations support. The company sells its products through a network of distribution centers, branches, counter service and specialist sales associates, showroom consultants, and e-commerce channels. Ferguson Enterprises Inc. was founded in 1953 and is headquartered in Newport News, Virginia."
Fidelity National Financial,FNF,Financials,,"Fidelity National Financial, Inc., together with its subsidiaries, provides various insurance products in the United States. The company operates through Title, F&G, and Corporate and Other segments. It offers title insurance, escrow, and other title related services, including trust activities, trustee sales guarantees, recordings and reconveyances, and home warranty products. The company also provides technology and transaction services to the real estate and mortgage industries; and mortgage transaction services, including title-related services and facilitation of production and management of mortgage loans. In addition, it offers annuity and life insurance products, such as deferred and immediate annuities, as well as indexed universal life insurance products; and funding agreements and pension risk transfer (PRT) solutions. Further, the company engages in the real estate brokerage business. Fidelity National Financial, Inc. was incorporated in 2005 and is headquartered in Jacksonville, Florida."
Fidelity National Information Services,FIS,Financials,Transaction & Payment Processing Services,"Fidelity National Information Services, Inc. engages in the provision of financial services technology solutions for financial institutions, businesses, and developers worldwide. It operates through Banking Solutions, Capital Market Solutions, and Corporate and Other segments. The company provides core processing and ancillary applications; mobile and online banking; fraud, risk management, and compliance; card and retail payment; electronic funds transfer and network; wealth and retirement; and item processing and output solutions. It also offers trading and asset, lending, leveraged and syndicated loan markets, and treasury and risk solutions. Fidelity National Information Services, Inc. was founded in 1968 and is headquartered in Jacksonville, Florida."
Fifth Third Bancorp,FITB,Financials,Regional Banks,"Fifth Third Bancorp operates as the bank holding company for Fifth Third Bank, National Association that engages in the provision of a range of financial products and services in the United States. It operates through three segments: Commercial Banking, Consumer and Small Business Banking, and Wealth and Asset Management. The Commercial Banking segment offers credit intermediation, cash management, and financial services; lending and depository products; and cash management, foreign exchange and international trade finance, derivatives and capital markets services, asset-based lending, real estate finance, public finance, commercial leasing, and syndicated finance for business, government, and professional customers. Its Consumer and Small Banking segment provides a range of deposit and loan products to individuals and small businesses; home equity loans and lines of credit; credit cards; and cash management services. This segment also engages in the residential mortgage that include origination, retention and servicing of residential mortgage loans, sales and securitizations of loans, and hedging activities; indirect lending, including extending loans to consumers through automobile dealers, motorcycle dealers, powersport dealers, recreational vehicle dealers, and marine dealers; and home improvement and solar energy installation loans through contractors and installers. The Wealth & Asset Management segment provides various wealth management services for individuals, companies, and not-for-profit organizations. It also offers retail brokerage services to individual clients; and broker dealer services to the institutional marketplace. This segment also provides wealth planning, investment management, banking, insurance, and trust and estate services; and advisory services for institutional clients comprising middle market businesses, non-profits, states, and municipalities. Fifth Third Bancorp was founded in 1858 and is headquartered in Cincinnati, Ohio."
First American Financial Corporation,FAF,Financials,Property & Casualty Insurance,"First American Financial Corporation, through its subsidiaries, provides financial services. It operates through Title Insurance and Services, and Home Warranty segments. The Title Insurance and Services segment issues title insurance policies on residential and commercial property, as well as offers related products and services internationally. This segment also provides closing and/or escrow services; products, services, and solutions to mitigate risk or otherwise facilitate real estate transactions; appraisals and other valuation-related products and services; lien release, document custodial, and default-related products and services; document generation services; warehouse lending services; and subservices mortgage loans; as well as banking, trust, and wealth management services. In addition, it accommodates tax-deferred exchanges of real estate; and maintains, manages, and provides access to title plant data and records. This segment offers its products through a network of direct operations and agents in various states and in the District of Columbia, as well as in Canada, the United Kingdom, Australia, New Zealand, South Korea, and internationally. The Home Warranty segment provides home warranty products, including residential service contracts that cover residential systems, such as heating and air conditioning systems, and various appliances against failures that occur as the result of normal usage during the coverage period. This segment operates in various states and the District of Columbia. First American Financial Corporation was founded in 1889 and is based in in Santa Ana, California."
First Citizens BancShares,FCNCA,Financials,,"First Citizens BancShares, Inc. operates as the holding company for First-Citizens Bank & Trust Company that provides retail and commercial banking services to individuals, businesses, and professionals in the United States and internationally. It operates through General Bank, Commercial Bank, Silicon Valley Bank (SVB) Commercial, and Rail segments. The company's deposit products include checking, savings, money market, and time deposit accounts. Its loan product portfolio comprises commercial construction, commercial and industrial, and small business administration loans, as well as non-owner and owner occupied commercial mortgages. In addition, the company offers consumer loans, such as revolving mortgage, consumer auto, residential mortgage, and other consumer loans. Further, it provides wealth management services, including annuities, brokerage services, and third-party mutual funds; and investment management and advisory, trust, cash management, leasing, capital market, asset-based lending, factoring, receivables management and secured financing, underwriting and private placement, insurance, and other financial and advisory services. Additionally, the company offers customized leasing and financing solutions on a fleet of railcars and locomotives to railroads and shippers. It provides its products and services through online and mobile banking platforms, as well as branch locations. First Citizens BancShares, Inc. was founded in 1898 and is headquartered in Raleigh, North Carolina."
"First Hawaiian, Inc.",FHB,Financials,Regional Banks,"First Hawaiian, Inc. operates as a bank holding company for First Hawaiian Bank that provides a range of banking products and services to consumer and commercial customers in the United States. The company operates in three segments: Retail Banking, Commercial Banking, and Treasury and Other. It offers various deposit products, including checking, savings, and time deposit accounts, and other deposit accounts. The company also provides residential and commercial mortgage loans, home equity lines of credit and loans, automobile loans and leases, secured and unsecured lines of credit, installment loans, small business loans and leases, as well as commercial lease and auto dealer financing. In addition, it offers wealth management, personal installment, individual investment and financial planning, insurance protection, trust and estate, private banking, investment management, retirement planning, and credit card and merchant processing services, as well as consumer and commercial credit cards processing services. Further, the company provides commercial and industrial lending, such as auto dealer flooring, commercial real estate lending, and construction lending services. The company offers its products through branch, online, and mobile distribution channels. The company was formerly known as BancWest Corporation and changed its name to First Hawaiian, Inc. in April 2016. First Hawaiian, Inc. was founded in 1858 and is headquartered in Honolulu, Hawaii."
First Horizon Corporation,FHN,Financials,Regional Banks,"First Horizon Corporation operates as the bank holding company for First Horizon Bank that provides various financial services. It operates through Regional Banking, Specialty Banking, and Corporate segments. The company offers commercial banking, business banking, consumer banking, and private client and wealth management business such as deposit, commercial, consumer & wealth investment, wealth management, financial planning, trust and asset management services. The Specialty Banking segment provides wholes banking services like fixed income/capital markets, professional commercial real estate, mortgage warehouse lending, asset-based lending, franchise finance, equipment finance, energy finance, healthcare finance, and trucking and transportation finance; as well as treasury management solutions, loan syndications, and international banking. In addition, the company offers corporate and correspondent banking services. Further, it provides transaction processing services including check clearing services and remittance processing, credit card products, investment, and sale of mutual fund and retail insurances, as well as trust, fiduciary, and agency services. First Horizon Corporation was founded in 1864 and is headquartered in Memphis, Tennessee."
First Industrial Realty Trust,FR,Real Estate,,"First Industrial Realty Trust, Inc. (NYSE: FR) is a leading U.S.-only owner, operator, developer and acquirer of logistics properties. Through our fully integrated operating and investing platform, we provide high quality facilities and industry-leading customer service to multinational corporations and regional firms that are essential for their supply chains. Our portfolio and new investments are concentrated in 15 target MSAs with an emphasis on supply-constrained, coastally oriented markets. In total, we own and have under development approximately 69.0 million square feet of industrial space as of September 30, 2024."
First Solar,FSLR,Information Technology,Semiconductors,"First Solar, Inc., a solar technology company, provides photovoltaic (PV) solar energy solutions in the United States, France, India, Chile, and internationally. The company manufactures and sells PV solar modules with a thin film semiconductor technology that provides a lower-carbon alternative to conventional crystalline silicon PV solar modules. It also designs, manufactures, and sells cadmium telluride solar modules that converts sunlight into electricity. The company's residual business operations include project development activities, operations and maintenance services, and the sale of PV solar power systems to third-party customers. It serves developers and operators of systems, utilities, independent power producers, commercial and industrial companies, and other system owners. The company was formerly known as First Solar Holdings, Inc. and changed its name to First Solar, Inc. in 2006. First Solar, Inc. was founded in 1999 and is headquartered in Tempe, Arizona."
FirstEnergy,FE,Utilities,Electric Utilities,"FirstEnergy Corp., together with its subsidiaries, engages in the generation, distribution, and transmission of electricity in the United States. It operates through Distribution, Integrated, and Stand-Alone Transmission segments. The company owns and operates coal-fired, nuclear, hydroelectric, wind, and solar power generating facilities. It operates 252,244 distribution line miles and 24,143 transmission line miles, including overhead pole line and underground conduit carrying primary, secondary, and street lighting circuits. The company serves customers in Ohio, Pennsylvania, New Jersey, West Virginia, Maryland, and New York. FirstEnergy Corp. was incorporated in 1996 and is headquartered in Akron, Ohio."
Fiserv,FI,Financials,Transaction & Payment Processing Services,"Fiserv, Inc. provides payments and financial services technology solutions in the United States, Europe, the Middle East and Africa, Latin America, the Asia-Pacific, and internationally. It operates through the Merchant Solutions and Financial Solutions segments. The company provides merchant acquiring and digital commerce services, mobile payment services, security and fraud protection solutions, stored-value solutions, software-as-a-service, and pay-by-bank solutions, as well as Clover, a point-of-sale and business management platform through various channels, including direct sales teams, strategic partnerships with agent sales forces, independent software vendors, independent sales organizations, financial institutions, and other strategic partners. It also offers debit card processing services, debit network services, security and fraud protection products, bill payment; person-to-person payments, account-to-account transfers, credit card processing services, prepaid card processing services, card production services, print services, government payment processing, student loan processing, and customer loan and deposit account processing; digital banking; financial and risk management; and professional services and consulting, check processing, automated clearing house, and real-time payments. It serves large enterprise, small business, banks, credit union, large financial institution, fintech, public sectors, and software providers. Fiserv, Inc. was incorporated in 1984 and is headquartered in Milwaukee, Wisconsin."
Five Below,FIVE,Consumer Discretionary,Other Specialty Retail,"Five Below, Inc. operates as a specialty value retailer in the United States. It offers socks, jewelry, hair accessories, cozy loungewear, and t-shirts, as well as personal care essentials, skincare, fragrance, and branded cosmetics; and personalized living space products, such as lamps, posters, frames, fleece blankets, plush items, pillows, candles, incense, lighting, novelty décor, accent furniture, and related items, as well as provides storage options. The company also provides assortment of sport balls, team sports merchandise, and fitness accessories, including hand weights, jump ropes and gym balls; various games, such as board games, puzzles, collectibles, and toys; and summer season sports, which include pool, beach, and outdoor toys, as well as games and accessories. In addition, it offers accessories for cell phones, tablets, audio, computers, and automobiles, as well as cases, chargers, cables, headphones, and other related items; and products for audio, gaming, and gadgets. Further, the company provides assortment of craft activity kits, and arts and crafts supplies, such as crayons, markers, and stickers; and school products comprising backpacks, fashion notebooks and journals, novelty pens and pencils, and locker accessories. Additionally, it offers party goods, decorations, gag gifts, and greeting cards, as well as every day and special occasion merchandise; assortment of classic and novelty candy bars, movie-size box candy, seasonal-related candy, and gum and snack food products, as well as sells chilled drinks through coolers; and provides seasonally specific items used to celebrate and decorate for events. The company was formerly known as Cheap Holdings, Inc. and changed its name to Five Below, Inc. in August 2002. Five Below, Inc. was incorporated in 2002 and is headquartered in Philadelphia, Pennsylvania."
Five9,FIVN,Information Technology,,"Five9, Inc., together with its subsidiaries, provides intelligent cloud software for contact centers in the United States and internationally. It offers CX platform that delivers a suite of applications, which enables the breadth of customer service, sales, and marketing functions. The company's platform comprises of including intelligent virtual agent, agent assist, workflow automation, workforce engagement management, AI insights, AI summaries, Revenue Execution, AI capability, and AI Agents that allows to manage and optimize customer interactions across voice, chat, email, web, social media, and mobile channels directly or through its application programming interfaces. It also matches each customer interaction with an agent resource and delivers customer data to the agent in real-time through integrations with adjacent enterprise applications, such as CRM software, to optimize the customer experience and enhance agent productivity. The company serves customers in various industries, such as banking and financial services, business process outsourcers, retail, healthcare, technology, and education. Five9, Inc. was incorporated in 2001 and is headquartered in San Ramon, California."
Floor & Decor,FND,Consumer Discretionary,Home Improvement Retail,"Floor & Decor Holdings, Inc., together with its subsidiaries, operates as a multi-channel specialty retailer of hard surface flooring and related accessories, and commercial surfaces seller in the United States. The company offers wood-based laminate flooring, vinyl, and engineered/composite rigid core vinyl; porcelain and ceramic tile, porcelain mosaics, and porcelain tile slabs; grout, mortar, backer board, tools, adhesives, underlayments, moldings, and stair treads; and decorative tiles and mosaics, which includes natural stone, porcelain, ceramic, glass, wall tile, and decorative trims. The company also provides solid prefinished and unfinished hardwood, engineered hardwood, bamboo, and wood countertops; marble, limestone, travertine, slate, ledger, prefabricated countertops, thresholds, and shower benches; vanities, shower doors, bath accessories, faucets, sinks, custom countertops, bathroom mirrors, and bathroom lighting. It sells products through its warehouse-format stores and five small-format design studios, as well as through Website, FloorandDecor.com. The company serves professional installers, commercial businesses, and homeowners. The company was formerly known as FDO Holdings, Inc. and changed its name to Floor & Decor Holdings, Inc. in April 2017. Floor & Decor Holdings, Inc. was founded in 2000 and is headquartered in Atlanta, Georgia."
Flowers Foods,FLO,Consumer Staples,Packaged Foods & Meats,"Flowers Foods, Inc. produces and markets packaged bakery food products in the United States. The company's principal products include fresh breads, buns, rolls, snack items, bagels, English muffins, and tortillas, as well as frozen breads and rolls under the Nature's Own, Dave's Killer Bread, Wonder, Canyon Bakehouse, Mrs. Freshley's, and Tastykake brand names. It distributes its products through a direct-store-delivery distribution and a warehouse delivery system, as well as operates bakeries. The company's customers include national and regional restaurants, institutions and foodservice distributors, and retail in-store bakeries; wholesale distributors; mass merchandisers, supermarkets, vending outlets, and convenience stores; quick-serve chains, food wholesalers, institutions, dollar stores, and vending companies; and public health care, military commissaries, and prisons, and other governmental institutions. The company was formerly known as Flowers Industries and changed its name to Flowers Foods, Inc. in 2001. Flowers Foods, Inc. was founded in 1919 and is headquartered in Thomasville, Georgia."
Flowserve,FLS,Industrials,Industrial Machinery & Supplies & Components,"Flowserve Corporation designs, manufactures, distributes, and services industrial flow management equipment in the United States, Canada, Mexico, Europe, the Middle East, Africa, and the Asia Pacific. It operates in two segments, Flowserve Pump Division (FPD) and Flow Control Division (FCD). The company offers custom engineered pumps, pre-configured industrial pumps, pump systems, mechanical seals, auxiliary systems, replacement parts, and related aftermarket services; and manufactures gas-lubricated mechanical seal for gas pipelines and in the oil and gas production and process markets. It also provides equipment services, including installation, commissioning services, seal systems spare parts, repairs, advanced diagnostics, re-rate and upgrade solutions, retrofit programs, and machining and asset management solutions. In addition, the company offers engineered-to-order and configured-to-order isolation valves, control valves, valve automation products and related services and equipment; and actuators, positioners, and switches used to control, direct and manage the flow of liquids, gases and multi-phase fluids, and are a critical part of any flow control system. Further, it provides equipment maintenance services for flow control systems, including advanced diagnostics, repair, installation, commissioning, retrofit programs, and field machining capabilities. The company sells under the Valtek, Argus, Worcester, Limitorque, and Durco brands. It serves oil and gas, power generation, chemical, water management and general industries, water management, and other general industries, including mining, food and beverage, steel, and pulp and paper industries. The company distributes its products through direct sales, distributors, and sales representatives. Flowserve Corporation was founded in 1790 and is headquartered in Irving, Texas."
FMC Corporation,FMC,Materials,Fertilizers & Agricultural Chemicals,"FMC Corporation, an agricultural sciences company, provides crop protection solutions to farmers in Latin America, North America, Europe, the Middle East, Africa, and Asia. It develops, markets, and sells crop protection chemicals, including insecticides, herbicides, and fungicides, as well as biologicals, crop nutrition, and seed treatment products, which are used in agriculture to enhance crop yield and quality by controlling a range of insects, weeds, and disease, as well as in non-agricultural markets for pest control. The company markets its products through its own sales organization and through alliance partners, independent distributors, and sales representatives. FMC Corporation was founded in 1883 and is headquartered in Philadelphia, Pennsylvania."
FNB Corporation,FNB,Financials,Regional Banks,"F.N.B. Corporation, a bank and financial holding company, provides a range of financial products and services primarily to consumers, corporations, governments, and small- to medium-sized businesses in the United States. The company operates through three segments: Community Banking, Wealth Management, and Insurance. The Community Banking segment offers commercial and consumer banking services, including corporate and small business banking, investment real estate financing, business credit, capital market, and lease financing services. It provides consumer banking products and services, such as deposit products, mortgage and consumer lending services, and mobile and online banking services. The Wealth Management segment provides personal and corporate fiduciary services comprising administration of decedent and trust estates; and securities brokerage and investment advisory services, mutual funds, and annuities. The Insurance segment comprises commercial and personal insurance, and reinsurance products, as well as mezzanine financing options for small- to medium-sized businesses. The company operates community banking branches in Pennsylvania, Ohio, Maryland, West Virginia, North Carolina, South Carolina, Washington, D.C., and Virginia. The company was founded in 1864 and is headquartered in Pittsburgh, Pennsylvania."
Ford Motor Company,F,Consumer Discretionary,Automobile Manufacturers,"Ford Motor Company develops, delivers, and services Ford trucks, sport utility vehicles, commercial vans and cars, and Lincoln luxury vehicles worldwide. It operates through Ford Blue, Ford Model e, Ford Pro, and Ford Credit segments. The company sells Ford and Lincoln internal combustion engine and hybrid vehicles, electric vehicles, service parts, accessories, and digital services for retail customers, as well as develops software. It also sells Ford and Lincoln vehicles, service parts, and accessories through distributors and dealers, as well as through dealerships to commercial fleet customers, daily rental car companies, and governments. In addition, it engages in the vehicle-related financing and leasing activities to and through automotive dealers. Further, the company provides retail installment sale contracts for new and used vehicles; and direct financing leases for new vehicles to retail and commercial customers, such as leasing companies, government entities, daily rental companies, and fleet customers. Additionally, it offers wholesale loans to dealers to finance the purchase of vehicle inventory; and loans to dealers to finance working capital and enhance dealership facilities, purchase dealership real estate, and other dealer vehicle programs. The company was incorporated in 1903 and is based in Dearborn, Michigan."
Fortinet,FTNT,Information Technology,Systems Software,"Fortinet, Inc. provides cybersecurity and convergence of networking and security solutions worldwide. The company offers secure networking solutions that focus on the convergence of networking and security; network firewall solutions, which consist of FortiGate data centers, hyperscale, and distributed firewalls, as well as encrypted applications; wireless local area network (LAN) solutions; and secure connectivity solutions, including FortiSwitch secure ethernet switches, FortiAP wireless LAN access points, and FortiExtender 5G connectivity gateways. It also provides the Fortinet Unified Secure Access Service Edge (SASE) solutions that include firewall, software-defined wide-area network, secure web gateway, cloud access services broker, data loss prevention, and zero trust network access; and web application firewalls, cloud network security with virtualized firewalls, cloud-native firewalls, cloud-native application protection, and code security. In addition the company offers artificial intelligence-driven security operation solutions, which provides a suite of cybersecurity solutions that identify, protect, detect, respond, and recover from threats, as well as FortiEDR, FortiXDR, FortiNDR, FortiSandbox, FortiDeceptor, FortiDLP, and FortiRecon that helps organizations ensuring attackers face multiple layers of detection and mitigation across endpoints, networks, and applications. Further, it offers FortiGuard application security, content security, device security, NOC/SOC security, and web security services; FortiCare technical support services; and training and certification programs, as well as operates FortiGuard Lab, a cybersecurity threat intelligence and research organization. The company serves large enterprises, communication service providers, government organizations, and small to medium-sized enterprises. Fortinet, Inc. was incorporated in 2000 and is headquartered in Sunnyvale, California."
Fortive,FTV,Industrials,Industrial Machinery & Supplies & Components,"Fortive Corporation designs, develops, manufactures, and services professional and engineered products, software, and services in the United States, China, and internationally. It operates in three segments: Intelligent Operating Solutions, Precision Technologies, and Advanced Healthcare Solutions. The Intelligent Operating Solutions segment provides advanced instrumentation, software, and services, including electrical test and measurement, facility and asset lifecycle software applications, and connected worker safety and compliance solutions for manufacturing, process industries, healthcare, utilities and power, communications and electronics, and other industries. This segment markets its products and services under the ACCRUENT, FLUKE, GORDIAN, INDUSTRIAL SCIENTIFIC, INTELEX, PRUFTECHNIK, and SERVICECHANNEL brand names. The Precision Technologies segment offers electrical test and measurement, sensing and material technologies for industrial, power and energy, automotive, medical equipment, food and beverage, aerospace and defense, semiconductor, and other general industries under the ANDERSON-NEGELE, GEMS, SETRA, HENGSTLER-DYNAPAR, QUALITROL, PACIFIC SCIENTIFIC, KEITHLEY, and TEKTRONIX brand names. The Advanced Healthcare Solutions segment provides critical workflow solutions comprising instrument sterilization, instrument tracking, design and manufacture of cell therapy equipment, biomedical test tools, radiation detection and safety monitoring, and end-to-end clinical productivity software and solutions under the ASP, CENSIS, CENSITRAC, EVOTECH, FLUKE BIOMEDICAL, INVETECH, LANDAUER, PROVATION, RAYSAFE, and STERRAD brand names. Fortive Corporation was incorporated in 2015 and is headquartered in Everett, Washington."
